,hour,station,lat,lon,k,CO_interpolate,CO_REAL,CODiff,NO2_interpolate,NO2_REAL,NO2Diff,PM25_interpolate,PM25_REAL,PM25Diff
0,39,7,-12.045286,-77.030902,2,2321.858,352.433,3878634.831,36.198,20.856,235.376964,77.365,30.506,2195.765881
1,39,7,-12.045286,-77.030902,3,1104.425,352.433,565491.9681,35.004,20.856,200.165904,70.712,30.506,1616.522436
2,39,7,-12.045286,-77.030902,4,1104.425,352.433,565491.9681,35.004,20.856,200.165904,70.712,30.506,1616.522436
3,39,7,-12.045286,-77.030902,5,1104.425,352.433,565491.9681,35.004,20.856,200.165904,70.712,30.506,1616.522436
4,39,7,-12.045286,-77.030902,6,1104.425,352.433,565491.9681,35.004,20.856,200.165904,70.712,30.506,1616.522436
5,39,7,-12.045286,-77.030902,7,1532.485,352.433,1392522.723,34.253,20.856,179.479609,136.411,30.506,11215.86903
0,40,7,-12.045286,-77.030902,2,2440.304,241.255,4835816.504,46.065,26.506,382.554481,41.203,29.358,140.304025
1,40,7,-12.045286,-77.030902,3,2440.304,241.255,4835816.504,46.065,26.506,382.554481,41.203,29.358,140.304025
2,40,7,-12.045286,-77.030902,4,2440.304,241.255,4835816.504,46.065,26.506,382.554481,41.203,29.358,140.304025
3,40,7,-12.045286,-77.030902,5,2440.304,241.255,4835816.504,46.065,26.506,382.554481,41.203,29.358,140.304025
4,40,7,-12.045286,-77.030902,6,911.746,241.255,449558.1811,38.354,26.506,140.375104,68.07,29.358,1498.618944
5,40,7,-12.045286,-77.030902,7,911.746,241.255,449558.1811,38.354,26.506,140.375104,68.07,29.358,1498.618944
0,41,7,-12.045286,-77.030902,2,2488.653,153.804,5451519.853,50.396,27.622,518.655076,30.902,24.778,37.503376
1,41,7,-12.045286,-77.030902,3,2488.653,153.804,5451519.853,50.396,27.622,518.655076,30.902,24.778,37.503376
2,41,7,-12.045286,-77.030902,4,2488.653,153.804,5451519.853,50.396,27.622,518.655076,30.902,24.778,37.503376
3,41,7,-12.045286,-77.030902,5,2488.653,153.804,5451519.853,50.396,27.622,518.655076,30.902,24.778,37.503376
4,41,7,-12.045286,-77.030902,6,873.255,153.804,517609.7414,42.889,27.622,233.081289,53.412,24.778,819.905956
5,41,7,-12.045286,-77.030902,7,873.255,153.804,517609.7414,42.889,27.622,233.081289,53.412,24.778,819.905956
0,42,7,-12.045286,-77.030902,2,2367.412,140.399,4959586.902,52.127,29.918,493.239681,33.559,25.168,70.408881
1,42,7,-12.045286,-77.030902,3,2367.412,140.399,4959586.902,52.127,29.918,493.239681,33.559,25.168,70.408881
2,42,7,-12.045286,-77.030902,4,2367.412,140.399,4959586.902,52.127,29.918,493.239681,33.559,25.168,70.408881
3,42,7,-12.045286,-77.030902,5,2367.412,140.399,4959586.902,52.127,29.918,493.239681,33.559,25.168,70.408881
4,42,7,-12.045286,-77.030902,6,976.293,140.399,698718.7792,43.647,29.918,188.485441,61.099,25.168,1291.036761
5,42,7,-12.045286,-77.030902,7,976.293,140.399,698718.7792,43.647,29.918,188.485441,61.099,25.168,1291.036761
0,43,7,-12.045286,-77.030902,2,2305.128,205.094,4410142.801,52.718,30.874,477.160336,23.982,28.119,17.114769
1,43,7,-12.045286,-77.030902,3,2305.128,205.094,4410142.801,52.718,30.874,477.160336,23.982,28.119,17.114769
2,43,7,-12.045286,-77.030902,4,2305.128,205.094,4410142.801,52.718,30.874,477.160336,23.982,28.119,17.114769
3,43,7,-12.045286,-77.030902,5,2305.128,205.094,4410142.801,52.718,30.874,477.160336,23.982,28.119,17.114769
4,43,7,-12.045286,-77.030902,6,873.394,205.094,446624.89,43.58,30.874,161.442436,43.498,28.119,236.513641
5,43,7,-12.045286,-77.030902,7,873.394,205.094,446624.89,43.58,30.874,161.442436,43.498,28.119,236.513641
0,44,7,-12.045286,-77.030902,2,2277.421,2079.778,39062.75545,53.571,31.2,500.461641,26.469,32.034,30.969225
1,44,7,-12.045286,-77.030902,3,2277.421,2079.778,39062.75545,53.571,31.2,500.461641,26.469,32.034,30.969225
2,44,7,-12.045286,-77.030902,4,2277.421,2079.778,39062.75545,53.571,31.2,500.461641,26.469,32.034,30.969225
3,44,7,-12.045286,-77.030902,5,2277.421,2079.778,39062.75545,53.571,31.2,500.461641,26.469,32.034,30.969225
4,44,7,-12.045286,-77.030902,6,1067.53,2079.778,1024646.014,44.733,31.2,183.142089,44.558,32.034,156.850576
5,44,7,-12.045286,-77.030902,7,1067.53,2079.778,1024646.014,44.733,31.2,183.142089,44.558,32.034,156.850576
0,45,7,-12.045286,-77.030902,2,2237.068,276.949,3842066.494,55.749,31.394,593.166025,35.928,40.396,19.963024
1,45,7,-12.045286,-77.030902,3,2237.068,276.949,3842066.494,55.749,31.394,593.166025,35.928,40.396,19.963024
2,45,7,-12.045286,-77.030902,4,2237.068,276.949,3842066.494,55.749,31.394,593.166025,35.928,40.396,19.963024
3,45,7,-12.045286,-77.030902,5,2237.068,276.949,3842066.494,55.749,31.394,593.166025,35.928,40.396,19.963024
4,45,7,-12.045286,-77.030902,6,1436.747,276.949,1345131.401,45.755,31.394,206.238321,62.636,40.396,494.6176
5,45,7,-12.045286,-77.030902,7,1436.747,276.949,1345131.401,45.755,31.394,206.238321,62.636,40.396,494.6176
0,46,7,-12.045286,-77.030902,2,2263.736,307.823,3825595.664,56.25,31.78,598.7809,39.188,57.775,345.476569
1,46,7,-12.045286,-77.030902,3,2263.736,307.823,3825595.664,56.25,31.78,598.7809,39.188,57.775,345.476569
2,46,7,-12.045286,-77.030902,4,2263.736,307.823,3825595.664,56.25,31.78,598.7809,39.188,57.775,345.476569
3,46,7,-12.045286,-77.030902,5,2263.736,307.823,3825595.664,56.25,31.78,598.7809,39.188,57.775,345.476569
4,46,7,-12.045286,-77.030902,6,1699.373,307.823,1936411.403,46.129,31.78,205.893801,67.357,57.775,91.814724
5,46,7,-12.045286,-77.030902,7,1699.373,307.823,1936411.403,46.129,31.78,205.893801,67.357,57.775,91.814724
0,47,7,-12.045286,-77.030902,2,2145.848,235.501,3649425.66,56.077,31.743,592.143556,40.199,59.126,358.231329
1,47,7,-12.045286,-77.030902,3,2145.848,235.501,3649425.66,56.077,31.743,592.143556,40.199,59.126,358.231329
2,47,7,-12.045286,-77.030902,4,2145.848,235.501,3649425.66,56.077,31.743,592.143556,40.199,59.126,358.231329
3,47,7,-12.045286,-77.030902,5,2145.848,235.501,3649425.66,56.077,31.743,592.143556,40.199,59.126,358.231329
4,47,7,-12.045286,-77.030902,6,1096.245,235.501,740880.2335,45.12,31.743,178.944129,68.959,59.126,96.687889
5,47,7,-12.045286,-77.030902,7,1096.245,235.501,740880.2335,45.12,31.743,178.944129,68.959,59.126,96.687889
0,48,7,-12.045286,-77.030902,2,2035.706,318.851,2947591.091,56.655,31.903,612.661504,53.989,70.286,265.592209
1,48,7,-12.045286,-77.030902,3,2035.706,318.851,2947591.091,56.655,31.903,612.661504,53.989,70.286,265.592209
2,48,7,-12.045286,-77.030902,4,2035.706,318.851,2947591.091,56.655,31.903,612.661504,53.989,70.286,265.592209
3,48,7,-12.045286,-77.030902,5,2035.706,318.851,2947591.091,56.655,31.903,612.661504,53.989,70.286,265.592209
4,48,7,-12.045286,-77.030902,6,720.332,318.851,161186.9934,45.381,31.903,181.656484,103.893,70.286,1129.430449
5,48,7,-12.045286,-77.030902,7,720.332,318.851,161186.9934,45.381,31.903,181.656484,103.893,70.286,1129.430449
0,49,7,-12.045286,-77.030902,2,2014.619,350.354,2769777.99,57.973,32.265,660.901264,69.127,93.425,590.392804
1,49,7,-12.045286,-77.030902,3,2014.619,350.354,2769777.99,57.973,32.265,660.901264,69.127,93.425,590.392804
2,49,7,-12.045286,-77.030902,4,2014.619,350.354,2769777.99,57.973,32.265,660.901264,69.127,93.425,590.392804
3,49,7,-12.045286,-77.030902,5,2014.619,350.354,2769777.99,57.973,32.265,660.901264,69.127,93.425,590.392804
4,49,7,-12.045286,-77.030902,6,1196.499,350.354,715961.361,45.755,32.265,181.9801,121.686,93.425,798.684121
5,49,7,-12.045286,-77.030902,7,1196.499,350.354,715961.361,45.755,32.265,181.9801,121.686,93.425,798.684121
0,50,7,-12.045286,-77.030902,2,1982.333,266.048,2945634.201,57.858,32.318,652.2916,72.578,98.518,672.8836
1,50,7,-12.045286,-77.030902,3,1982.333,266.048,2945634.201,57.858,32.318,652.2916,72.578,98.518,672.8836
2,50,7,-12.045286,-77.030902,4,1982.333,266.048,2945634.201,57.858,32.318,652.2916,72.578,98.518,672.8836
3,50,7,-12.045286,-77.030902,5,1982.333,266.048,2945634.201,57.858,32.318,652.2916,72.578,98.518,672.8836
4,50,7,-12.045286,-77.030902,6,898.97,266.048,400590.2581,45.489,32.318,173.475241,120.512,98.518,483.736036
5,50,7,-12.045286,-77.030902,7,898.97,266.048,400590.2581,45.489,32.318,173.475241,120.512,98.518,483.736036
0,51,7,-12.045286,-77.030902,2,1950.83,211.034,3026890.122,56.425,32.207,586.511524,80.185,91.4,125.776225
1,51,7,-12.045286,-77.030902,3,1950.83,211.034,3026890.122,56.425,32.207,586.511524,80.185,91.4,125.776225
2,51,7,-12.045286,-77.030902,4,1950.83,211.034,3026890.122,56.425,32.207,586.511524,80.185,91.4,125.776225
3,51,7,-12.045286,-77.030902,5,1950.83,211.034,3026890.122,56.425,32.207,586.511524,80.185,91.4,125.776225
4,51,7,-12.045286,-77.030902,6,445.667,211.034,55052.64469,44.246,32.207,144.937521,129.336,91.4,1439.140096
5,51,7,-12.045286,-77.030902,7,445.667,211.034,55052.64469,44.246,32.207,144.937521,129.336,91.4,1439.140096
0,52,7,-12.045286,-77.030902,2,1874.307,137.57,3016255.407,56.27,32.102,584.092224,91.959,59.364,1062.434025
1,52,7,-12.045286,-77.030902,3,1874.307,137.57,3016255.407,56.27,32.102,584.092224,91.959,59.364,1062.434025
2,52,7,-12.045286,-77.030902,4,1874.307,137.57,3016255.407,56.27,32.102,584.092224,91.959,59.364,1062.434025
3,52,7,-12.045286,-77.030902,5,1874.307,137.57,3016255.407,56.27,32.102,584.092224,91.959,59.364,1062.434025
4,52,7,-12.045286,-77.030902,6,189.467,137.57,2693.298609,43.848,32.102,137.968516,157.033,59.364,9539.233561
5,52,7,-12.045286,-77.030902,7,189.467,137.57,2693.298609,43.848,32.102,137.968516,157.033,59.364,9539.233561
0,53,7,-12.045286,-77.030902,2,1863.581,51.579,3283351.248,55.863,32.013,568.8225,93.836,51.87,1761.145156
1,53,7,-12.045286,-77.030902,3,1863.581,51.579,3283351.248,55.863,32.013,568.8225,93.836,51.87,1761.145156
2,53,7,-12.045286,-77.030902,4,1863.581,51.579,3283351.248,55.863,32.013,568.8225,93.836,51.87,1761.145156
3,53,7,-12.045286,-77.030902,5,1863.581,51.579,3283351.248,55.863,32.013,568.8225,93.836,51.87,1761.145156
4,53,7,-12.045286,-77.030902,6,145.142,51.579,8754.034969,43.561,32.013,133.356304,157.643,51.87,11187.92753
5,53,7,-12.045286,-77.030902,7,145.142,51.579,8754.034969,43.561,32.013,133.356304,157.643,51.87,11187.92753
0,54,7,-12.045286,-77.030902,2,1834.918,116.968,2951352.203,55.932,31.99,573.219364,97.204,51.158,2120.234116
1,54,7,-12.045286,-77.030902,3,1834.918,116.968,2951352.203,55.932,31.99,573.219364,97.204,51.158,2120.234116
2,54,7,-12.045286,-77.030902,4,1834.918,116.968,2951352.203,55.932,31.99,573.219364,97.204,51.158,2120.234116
3,54,7,-12.045286,-77.030902,5,101.004,116.968,254.849296,55.932,31.99,573.219364,97.204,51.158,2120.234116
4,54,7,-12.045286,-77.030902,6,101.004,116.968,254.849296,43.559,31.99,133.841761,167.143,51.158,13452.52023
5,54,7,-12.045286,-77.030902,7,101.004,116.968,254.849296,43.559,31.99,133.841761,167.143,51.158,13452.52023
0,55,7,-12.045286,-77.030902,2,1830.025,194.986,2673352.532,56.504,32.067,597.166969,117.318,42.525,5593.992849
1,55,7,-12.045286,-77.030902,3,1830.025,194.986,2673352.532,56.504,32.067,597.166969,117.318,42.525,5593.992849
2,55,7,-12.045286,-77.030902,4,1830.025,194.986,2673352.532,56.504,32.067,597.166969,117.318,42.525,5593.992849
3,55,7,-12.045286,-77.030902,5,224.386,194.986,864.36,56.504,32.067,597.166969,117.318,42.525,5593.992849
4,55,7,-12.045286,-77.030902,6,224.386,194.986,864.36,44.016,32.067,142.778601,212.083,42.525,28749.91536
5,55,7,-12.045286,-77.030902,7,224.386,194.986,864.36,44.016,32.067,142.778601,212.083,42.525,28749.91536
0,56,7,-12.045286,-77.030902,2,1882.193,562.266,1742207.285,56.363,32.103,588.5476,109.367,51.847,3308.5504
1,56,7,-12.045286,-77.030902,3,1882.193,562.266,1742207.285,56.363,32.103,588.5476,109.367,51.847,3308.5504
2,56,7,-12.045286,-77.030902,4,1882.193,562.266,1742207.285,56.363,32.103,588.5476,109.367,51.847,3308.5504
3,56,7,-12.045286,-77.030902,5,1882.193,562.266,1742207.285,56.363,32.103,588.5476,109.367,51.847,3308.5504
4,56,7,-12.045286,-77.030902,6,498.955,562.266,4008.282721,43.993,32.103,141.3721,171.756,51.847,14378.16828
5,56,7,-12.045286,-77.030902,7,498.955,562.266,4008.282721,43.993,32.103,141.3721,171.756,51.847,14378.16828
0,57,7,-12.045286,-77.030902,2,1877.795,396.45,2194383.009,56.48,32.167,591.121969,133.122,47.14,7392.904324
1,57,7,-12.045286,-77.030902,3,1877.795,396.45,2194383.009,56.48,32.167,591.121969,133.122,47.14,7392.904324
2,57,7,-12.045286,-77.030902,4,1877.795,396.45,2194383.009,56.48,32.167,591.121969,133.122,47.14,7392.904324
3,57,7,-12.045286,-77.030902,5,1877.795,396.45,2194383.009,56.48,32.167,591.121969,133.122,47.14,7392.904324
4,57,7,-12.045286,-77.030902,6,583.162,396.45,34861.37094,44.074,32.167,141.776649,226.724,47.14,32250.41306
5,57,7,-12.045286,-77.030902,7,583.162,396.45,34861.37094,44.074,32.167,141.776649,226.724,47.14,32250.41306
0,58,7,-12.045286,-77.030902,2,1886.42,344.02,2378997.76,57.108,32.271,616.876569,138.779,55.746,6894.479089
1,58,7,-12.045286,-77.030902,3,1886.42,344.02,2378997.76,57.108,32.271,616.876569,138.779,55.746,6894.479089
2,58,7,-12.045286,-77.030902,4,1886.42,344.02,2378997.76,57.108,32.271,616.876569,138.779,55.746,6894.479089
3,58,7,-12.045286,-77.030902,5,1886.42,344.02,2378997.76,57.108,32.271,616.876569,138.779,55.746,6894.479089
4,58,7,-12.045286,-77.030902,6,1028.128,344.02,468003.7557,44.278,32.271,144.168049,277.7,55.746,49263.57812
5,58,7,-12.045286,-77.030902,7,1028.128,344.02,468003.7557,44.278,32.271,144.168049,277.7,55.746,49263.57812
0,59,7,-12.045286,-77.030902,2,1963.276,455.825,2272408.517,56.773,32.092,609.151761,228.361,50.179,31748.82512
1,59,7,-12.045286,-77.030902,3,1963.276,455.825,2272408.517,56.773,32.092,609.151761,228.361,50.179,31748.82512
2,59,7,-12.045286,-77.030902,4,1963.276,455.825,2272408.517,56.773,32.092,609.151761,228.361,50.179,31748.82512
3,59,7,-12.045286,-77.030902,5,1963.276,455.825,2272408.517,56.773,32.092,609.151761,228.361,50.179,31748.82512
4,59,7,-12.045286,-77.030902,6,1196.552,455.825,548676.4885,44.157,32.092,145.564225,397.718,50.179,120783.3565
5,59,7,-12.045286,-77.030902,7,1196.552,455.825,548676.4885,44.157,32.092,145.564225,397.718,50.179,120783.3565
0,60,7,-12.045286,-77.030902,2,2088.253,707.765,1905747.118,54.844,31.625,539.121961,193.52,80.262,12827.37456
1,60,7,-12.045286,-77.030902,3,2088.253,707.765,1905747.118,54.844,31.625,539.121961,193.52,80.262,12827.37456
2,60,7,-12.045286,-77.030902,4,2088.253,707.765,1905747.118,54.844,31.625,539.121961,193.52,80.262,12827.37456
3,60,7,-12.045286,-77.030902,5,2088.253,707.765,1905747.118,54.844,31.625,539.121961,193.52,80.262,12827.37456
4,60,7,-12.045286,-77.030902,6,1077.415,707.765,136641.1225,43.428,31.625,139.310809,310.576,80.262,53044.5386
5,60,7,-12.045286,-77.030902,7,1077.415,707.765,136641.1225,43.428,31.625,139.310809,310.576,80.262,53044.5386
0,61,7,-12.045286,-77.030902,2,2133.166,544.302,2524488.81,53.343,30.776,509.269489,159.375,38.557,14596.98912
1,61,7,-12.045286,-77.030902,3,2133.166,544.302,2524488.81,53.343,30.776,509.269489,159.375,38.557,14596.98912
2,61,7,-12.045286,-77.030902,4,2133.166,544.302,2524488.81,53.343,30.776,509.269489,159.375,38.557,14596.98912
3,61,7,-12.045286,-77.030902,5,2133.166,544.302,2524488.81,53.343,30.776,509.269489,159.375,38.557,14596.98912
4,61,7,-12.045286,-77.030902,6,1953.899,544.302,1986963.702,43.118,30.776,152.324964,252.584,38.557,45807.55673
5,61,7,-12.045286,-77.030902,7,1953.899,544.302,1986963.702,43.118,30.776,152.324964,252.584,38.557,45807.55673
0,62,7,-12.045286,-77.030902,2,2263.305,252.269,4044265.793,49.574,29.007,423.001489,108.075,35.156,5317.180561
1,62,7,-12.045286,-77.030902,3,2263.305,252.269,4044265.793,49.574,29.007,423.001489,108.075,35.156,5317.180561
2,62,7,-12.045286,-77.030902,4,2263.305,252.269,4044265.793,49.574,29.007,423.001489,108.075,35.156,5317.180561
3,62,7,-12.045286,-77.030902,5,2263.305,252.269,4044265.793,49.574,29.007,423.001489,108.075,35.156,5317.180561
4,62,7,-12.045286,-77.030902,6,1885.545,252.269,2667590.492,42.122,29.007,172.003225,206.495,35.156,29357.05292
5,62,7,-12.045286,-77.030902,7,1885.545,252.269,2667590.492,42.122,29.007,172.003225,206.495,35.156,29357.05292
0,63,7,-12.045286,-77.030902,2,2212.375,162.409,4202360.601,49.352,29.392,398.4016,56.018,25.445,934.708329
1,63,7,-12.045286,-77.030902,3,2212.375,162.409,4202360.601,49.352,29.392,398.4016,56.018,25.445,934.708329
2,63,7,-12.045286,-77.030902,4,2212.375,162.409,4202360.601,49.352,29.392,398.4016,56.018,25.445,934.708329
3,63,7,-12.045286,-77.030902,5,2212.375,162.409,4202360.601,49.352,29.392,398.4016,56.018,25.445,934.708329
4,63,7,-12.045286,-77.030902,6,1898.222,162.409,3013046.771,40.166,29.392,116.079076,108.346,25.445,6872.575801
5,63,7,-12.045286,-77.030902,7,1898.222,162.409,3013046.771,40.166,29.392,116.079076,108.346,25.445,6872.575801
0,64,7,-12.045286,-77.030902,2,2222.724,165.794,4230961.025,48.97,28.576,415.915236,37.809,25.813,143.904016
1,64,7,-12.045286,-77.030902,3,2222.724,165.794,4230961.025,48.97,28.576,415.915236,37.809,25.813,143.904016
2,64,7,-12.045286,-77.030902,4,2222.724,165.794,4230961.025,48.97,28.576,415.915236,37.809,25.813,143.904016
3,64,7,-12.045286,-77.030902,5,2222.724,165.794,4230961.025,48.97,28.576,415.915236,37.809,25.813,143.904016
4,64,7,-12.045286,-77.030902,6,1238.832,165.794,1151410.549,40.226,28.576,135.7225,64.581,25.813,1502.957824
5,64,7,-12.045286,-77.030902,7,1238.832,165.794,1151410.549,40.226,28.576,135.7225,64.581,25.813,1502.957824
0,65,7,-12.045286,-77.030902,2,2272.237,201.001,4290018.568,49.737,29.742,399.800025,28.635,26.381,5.080516
1,65,7,-12.045286,-77.030902,3,2272.237,201.001,4290018.568,49.737,29.742,399.800025,28.635,26.381,5.080516
2,65,7,-12.045286,-77.030902,4,2272.237,201.001,4290018.568,49.737,29.742,399.800025,28.635,26.381,5.080516
3,65,7,-12.045286,-77.030902,5,2272.237,201.001,4290018.568,49.737,29.742,399.800025,28.635,26.381,5.080516
4,65,7,-12.045286,-77.030902,6,1107.898,201.001,822462.1686,41.214,29.742,131.606784,50.115,26.381,563.302756
5,65,7,-12.045286,-77.030902,7,1107.898,201.001,822462.1686,41.214,29.742,131.606784,50.115,26.381,563.302756
0,66,7,-12.045286,-77.030902,2,2304.632,167.895,4565645.007,51.318,27.293,577.200625,30.584,24.256,40.043584
1,66,7,-12.045286,-77.030902,3,2304.632,167.895,4565645.007,51.318,27.293,577.200625,30.584,24.256,40.043584
2,66,7,-12.045286,-77.030902,4,2304.632,167.895,4565645.007,51.318,27.293,577.200625,30.584,24.256,40.043584
3,66,7,-12.045286,-77.030902,5,2304.632,167.895,4565645.007,51.318,27.293,577.200625,30.584,24.256,40.043584
4,66,7,-12.045286,-77.030902,6,1254.52,167.895,1180753.891,43.201,27.293,253.064464,56.56,24.256,1043.548416
5,66,7,-12.045286,-77.030902,7,1254.52,167.895,1180753.891,43.201,27.293,253.064464,56.56,24.256,1043.548416
0,67,7,-12.045286,-77.030902,2,2313.739,191.948,4501997.048,53.338,30.301,530.703369,38.881,24.087,218.862436
1,67,7,-12.045286,-77.030902,3,2313.739,191.948,4501997.048,53.338,30.301,530.703369,38.881,24.087,218.862436
2,67,7,-12.045286,-77.030902,4,2313.739,191.948,4501997.048,53.338,30.301,530.703369,38.881,24.087,218.862436
3,67,7,-12.045286,-77.030902,5,2313.739,191.948,4501997.048,53.338,30.301,530.703369,38.881,24.087,218.862436
4,67,7,-12.045286,-77.030902,6,1369.45,191.948,1386510.96,43.875,30.301,184.253476,60.642,24.087,1336.268025
5,67,7,-12.045286,-77.030902,7,1369.45,191.948,1386510.96,43.875,30.301,184.253476,60.642,24.087,1336.268025
0,68,7,-12.045286,-77.030902,2,2300.583,203.421,4398088.454,53.793,31.422,500.461641,33.091,38.404,28.227969
1,68,7,-12.045286,-77.030902,3,2300.583,203.421,4398088.454,53.793,31.422,500.461641,33.091,38.404,28.227969
2,68,7,-12.045286,-77.030902,4,2300.583,203.421,4398088.454,53.793,31.422,500.461641,33.091,38.404,28.227969
3,68,7,-12.045286,-77.030902,5,2300.583,203.421,4398088.454,53.793,31.422,500.461641,33.091,38.404,28.227969
4,68,7,-12.045286,-77.030902,6,1330.151,203.421,1269520.493,44.808,31.422,179.184996,53.091,38.404,215.707969
5,68,7,-12.045286,-77.030902,7,1330.151,203.421,1269520.493,44.808,31.422,179.184996,53.091,38.404,215.707969
0,69,7,-12.045286,-77.030902,2,2311.385,360.681,3805246.096,56.058,32.117,573.171481,35.741,66.216,928.725625
