,hour,station,lat,lon,k,CO_interpolate,CO_REAL,CODiff,NO2_interpolate,NO2_REAL,NO2Diff,PM25_interpolate,PM25_REAL,PM25Diff
0,432,3,-12.050278,-77.026111,2,153.46,1961.452,3268835.072,31.142,37.024,34.597924,36.14,46.697,111.450249
1,432,3,-12.050278,-77.026111,3,1259.339,1961.452,492962.6648,36.365,37.024,0.434281,79.948,46.697,1105.629001
2,432,3,-12.050278,-77.026111,4,1259.339,1961.452,492962.6648,36.365,37.024,0.434281,79.948,46.697,1105.629001
3,432,3,-12.050278,-77.026111,5,1259.339,1961.452,492962.6648,36.365,37.024,0.434281,79.948,46.697,1105.629001
4,432,3,-12.050278,-77.026111,6,1259.339,1961.452,492962.6648,36.365,37.024,0.434281,79.948,46.697,1105.629001
5,432,3,-12.050278,-77.026111,7,1259.339,1961.452,492962.6648,36.365,37.024,0.434281,79.948,46.697,1105.629001
0,433,3,-12.050278,-77.026111,2,381.343,1942.543,2437345.44,31.014,36.113,25.999801,36.463,66.584,907.274641
1,433,3,-12.050278,-77.026111,3,1259.427,1942.543,466647.4695,36.336,36.113,0.049729,114.174,66.584,2264.8081
2,433,3,-12.050278,-77.026111,4,1259.427,1942.543,466647.4695,36.336,36.113,0.049729,114.174,66.584,2264.8081
3,433,3,-12.050278,-77.026111,5,1259.427,1942.543,466647.4695,36.336,36.113,0.049729,114.174,66.584,2264.8081
4,433,3,-12.050278,-77.026111,6,1259.427,1942.543,466647.4695,36.336,36.113,0.049729,114.174,66.584,2264.8081
5,433,3,-12.050278,-77.026111,7,1259.427,1942.543,466647.4695,36.336,36.113,0.049729,114.174,66.584,2264.8081
0,434,3,-12.050278,-77.026111,2,525.699,1947.042,2020215.924,30.683,36.064,28.955161,51.027,65.708,215.531761
1,434,3,-12.050278,-77.026111,3,1259.278,1947.042,473019.3197,36.386,36.064,0.103684,117.522,65.708,2684.690596
2,434,3,-12.050278,-77.026111,4,1259.278,1947.042,473019.3197,36.386,36.064,0.103684,117.522,65.708,2684.690596
3,434,3,-12.050278,-77.026111,5,1259.278,1947.042,473019.3197,36.386,36.064,0.103684,117.522,65.708,2684.690596
4,434,3,-12.050278,-77.026111,6,1259.278,1947.042,473019.3197,36.386,36.064,0.103684,117.522,65.708,2684.690596
5,434,3,-12.050278,-77.026111,7,1259.278,1947.042,473019.3197,36.386,36.064,0.103684,117.522,65.708,2684.690596
0,435,3,-12.050278,-77.026111,2,384.75,1932.519,2395588.877,30.715,36.527,33.779344,77.156,65.503,135.792409
1,435,3,-12.050278,-77.026111,3,1258.851,1932.519,453828.5742,36.526,36.527,1E-06,106.722,65.503,1699.005961
2,435,3,-12.050278,-77.026111,4,1258.851,1932.519,453828.5742,36.526,36.527,1E-06,106.722,65.503,1699.005961
3,435,3,-12.050278,-77.026111,5,1258.851,1932.519,453828.5742,36.526,36.527,1E-06,106.722,65.503,1699.005961
4,435,3,-12.050278,-77.026111,6,1258.851,1932.519,453828.5742,36.526,36.527,1E-06,106.722,65.503,1699.005961
5,435,3,-12.050278,-77.026111,7,1258.851,1932.519,453828.5742,36.526,36.527,1E-06,106.722,65.503,1699.005961
0,436,3,-12.050278,-77.026111,2,229.107,1915.944,2845419.065,30.732,36.333,31.371201,65.967,99.632,1133.332225
1,436,3,-12.050278,-77.026111,3,1258.414,1915.944,432345.7009,36.667,36.333,0.111556,149.044,99.632,2441.545744
2,436,3,-12.050278,-77.026111,4,1258.414,1915.944,432345.7009,36.667,36.333,0.111556,149.044,99.632,2441.545744
3,436,3,-12.050278,-77.026111,5,1258.414,1915.944,432345.7009,36.667,36.333,0.111556,149.044,99.632,2441.545744
4,436,3,-12.050278,-77.026111,6,1258.414,1915.944,432345.7009,36.667,36.333,0.111556,149.044,99.632,2441.545744
5,436,3,-12.050278,-77.026111,7,1258.414,1915.944,432345.7009,36.667,36.333,0.111556,149.044,99.632,2441.545744
0,437,3,-12.050278,-77.026111,2,181.131,1908.639,2984283.89,31.608,36.211,21.187609,56.642,89.961,1110.155761
1,437,3,-12.050278,-77.026111,3,1258.197,1908.639,423074.7954,36.737,36.211,0.276676,188.789,89.961,9766.973584
2,437,3,-12.050278,-77.026111,4,1258.197,1908.639,423074.7954,36.737,36.211,0.276676,188.789,89.961,9766.973584
3,437,3,-12.050278,-77.026111,5,1258.197,1908.639,423074.7954,36.737,36.211,0.276676,188.789,89.961,9766.973584
4,437,3,-12.050278,-77.026111,6,1258.197,1908.639,423074.7954,36.737,36.211,0.276676,188.789,89.961,9766.973584
5,437,3,-12.050278,-77.026111,7,1258.197,1908.639,423074.7954,36.737,36.211,0.276676,188.789,89.961,9766.973584
0,438,3,-12.050278,-77.026111,2,213.539,1852.394,2685845.711,31.725,34.866,9.865881,42.27,64.522,495.151504
1,438,3,-12.050278,-77.026111,3,1258.373,1852.394,352860.9484,36.681,34.866,3.294225,174.239,64.522,12037.82009
2,438,3,-12.050278,-77.026111,4,1258.373,1852.394,352860.9484,36.681,34.866,3.294225,174.239,64.522,12037.82009
3,438,3,-12.050278,-77.026111,5,1258.373,1852.394,352860.9484,36.681,34.866,3.294225,174.239,64.522,12037.82009
4,438,3,-12.050278,-77.026111,6,1258.373,1852.394,352860.9484,36.681,34.866,3.294225,174.239,64.522,12037.82009
5,438,3,-12.050278,-77.026111,7,1258.373,1852.394,352860.9484,36.681,34.866,3.294225,174.239,64.522,12037.82009
0,439,3,-12.050278,-77.026111,2,1257.809,1797.667,291446.6602,31.638,36.522,23.853456,54.717,77.107,501.3121
1,439,3,-12.050278,-77.026111,3,1257.809,1797.667,291446.6602,36.859,36.522,0.113569,206.091,77.107,16636.87226
2,439,3,-12.050278,-77.026111,4,1257.809,1797.667,291446.6602,36.859,36.522,0.113569,206.091,77.107,16636.87226
3,439,3,-12.050278,-77.026111,5,1257.809,1797.667,291446.6602,36.859,36.522,0.113569,206.091,77.107,16636.87226
4,439,3,-12.050278,-77.026111,6,1257.809,1797.667,291446.6602,36.859,36.522,0.113569,206.091,77.107,16636.87226
5,439,3,-12.050278,-77.026111,7,1257.809,1797.667,291446.6602,36.859,36.522,0.113569,206.091,77.107,16636.87226
0,440,3,-12.050278,-77.026111,2,1257.462,1812.064,307583.3784,31.776,37.423,31.888609,58.558,82.436,570.158884
1,440,3,-12.050278,-77.026111,3,1257.462,1812.064,307583.3784,36.967,37.423,0.207936,189.652,82.436,11495.27066
2,440,3,-12.050278,-77.026111,4,1257.462,1812.064,307583.3784,36.967,37.423,0.207936,189.652,82.436,11495.27066
3,440,3,-12.050278,-77.026111,5,1257.462,1812.064,307583.3784,36.967,37.423,0.207936,189.652,82.436,11495.27066
4,440,3,-12.050278,-77.026111,6,1257.462,1812.064,307583.3784,36.967,37.423,0.207936,189.652,82.436,11495.27066
5,440,3,-12.050278,-77.026111,7,1257.462,1812.064,307583.3784,36.967,37.423,0.207936,189.652,82.436,11495.27066
0,441,3,-12.050278,-77.026111,2,162.388,1830.404,2782277.376,31.831,36.673,23.444964,63.776,111.344,2262.714624
1,441,3,-12.050278,-77.026111,3,1257.802,1830.404,327873.0504,36.862,36.673,0.035721,250.076,111.344,19246.56782
2,441,3,-12.050278,-77.026111,4,1257.802,1830.404,327873.0504,36.862,36.673,0.035721,250.076,111.344,19246.56782
3,441,3,-12.050278,-77.026111,5,1257.802,1830.404,327873.0504,36.862,36.673,0.035721,250.076,111.344,19246.56782
4,441,3,-12.050278,-77.026111,6,1257.802,1830.404,327873.0504,36.862,36.673,0.035721,250.076,111.344,19246.56782
5,441,3,-12.050278,-77.026111,7,1257.802,1830.404,327873.0504,36.862,36.673,0.035721,250.076,111.344,19246.56782
0,442,3,-12.050278,-77.026111,2,189.082,1850.632,2760748.403,31.832,36.843,25.110121,53.193,165.778,12675.38223
1,442,3,-12.050278,-77.026111,3,1257.907,1850.632,351322.9256,36.829,36.843,0.000196,417.594,165.778,63411.29786
2,442,3,-12.050278,-77.026111,4,1257.907,1850.632,351322.9256,36.829,36.843,0.000196,417.594,165.778,63411.29786
3,442,3,-12.050278,-77.026111,5,1257.907,1850.632,351322.9256,36.829,36.843,0.000196,417.594,165.778,63411.29786
4,442,3,-12.050278,-77.026111,6,1257.907,1850.632,351322.9256,36.829,36.843,0.000196,417.594,165.778,63411.29786
5,442,3,-12.050278,-77.026111,7,1257.907,1850.632,351322.9256,36.829,36.843,0.000196,417.594,165.778,63411.29786
0,443,3,-12.050278,-77.026111,2,193.345,1912.992,2957185.805,31.135,36.4,27.720225,37.5,141.54,10824.3216
1,443,3,-12.050278,-77.026111,3,1258.419,1912.992,428465.8123,36.666,36.4,0.070756,349.449,141.54,43226.15228
2,443,3,-12.050278,-77.026111,4,1258.419,1912.992,428465.8123,36.666,36.4,0.070756,349.449,141.54,43226.15228
3,443,3,-12.050278,-77.026111,5,1258.419,1912.992,428465.8123,36.666,36.4,0.070756,349.449,141.54,43226.15228
4,443,3,-12.050278,-77.026111,6,1258.419,1912.992,428465.8123,36.666,36.4,0.070756,349.449,141.54,43226.15228
5,443,3,-12.050278,-77.026111,7,1258.419,1912.992,428465.8123,36.666,36.4,0.070756,349.449,141.54,43226.15228
0,444,3,-12.050278,-77.026111,2,100.783,1900.091,3237509.279,23.846,35.093,126.495009,26.475,89.522,3974.924209
1,444,3,-12.050278,-77.026111,3,1258.97,1900.091,411036.1366,36.486,35.093,1.940449,215.454,89.522,15858.86862
2,444,3,-12.050278,-77.026111,4,1258.97,1900.091,411036.1366,36.486,35.093,1.940449,215.454,89.522,15858.86862
3,444,3,-12.050278,-77.026111,5,1258.97,1900.091,411036.1366,36.486,35.093,1.940449,215.454,89.522,15858.86862
4,444,3,-12.050278,-77.026111,6,1258.97,1900.091,411036.1366,36.486,35.093,1.940449,215.454,89.522,15858.86862
5,444,3,-12.050278,-77.026111,7,1258.97,1900.091,411036.1366,36.486,35.093,1.940449,215.454,89.522,15858.86862
0,445,3,-12.050278,-77.026111,2,1260.233,1935.939,456578.5984,18.806,31.929,172.213129,19.266,64.412,2038.161316
1,445,3,-12.050278,-77.026111,3,1260.233,1935.939,456578.5984,36.062,31.929,17.081689,177.202,64.412,12721.5841
2,445,3,-12.050278,-77.026111,4,1260.233,1935.939,456578.5984,36.062,31.929,17.081689,177.202,64.412,12721.5841
3,445,3,-12.050278,-77.026111,5,1260.233,1935.939,456578.5984,36.062,31.929,17.081689,177.202,64.412,12721.5841
4,445,3,-12.050278,-77.026111,6,1260.233,1935.939,456578.5984,36.062,31.929,17.081689,177.202,64.412,12721.5841
5,445,3,-12.050278,-77.026111,7,1260.233,1935.939,456578.5984,36.062,31.929,17.081689,177.202,64.412,12721.5841
0,446,3,-12.050278,-77.026111,2,1262.905,2013.398,563239.743,17.206,27.969,115.842169,21.567,78.895,3286.499584
1,446,3,-12.050278,-77.026111,3,1262.905,2013.398,563239.743,35.084,27.969,50.623225,190.399,78.895,12433.14202
2,446,3,-12.050278,-77.026111,4,1262.905,2013.398,563239.743,35.084,27.969,50.623225,190.399,78.895,12433.14202
3,446,3,-12.050278,-77.026111,5,1262.905,2013.398,563239.743,35.084,27.969,50.623225,190.399,78.895,12433.14202
4,446,3,-12.050278,-77.026111,6,1262.905,2013.398,563239.743,35.084,27.969,50.623225,190.399,78.895,12433.14202
5,446,3,-12.050278,-77.026111,7,1262.905,2013.398,563239.743,35.084,27.969,50.623225,190.399,78.895,12433.14202
0,447,3,-12.050278,-77.026111,2,1266.856,2028.141,579554.8512,17.401,21.28,15.046641,19.669,39.551,395.293924
1,447,3,-12.050278,-77.026111,3,1266.856,2028.141,579554.8512,33.498,21.28,149.279524,78.616,39.551,1526.074225
2,447,3,-12.050278,-77.026111,4,1266.856,2028.141,579554.8512,33.498,21.28,149.279524,78.616,39.551,1526.074225
3,447,3,-12.050278,-77.026111,5,1266.856,2028.141,579554.8512,33.498,21.28,149.279524,78.616,39.551,1526.074225
4,447,3,-12.050278,-77.026111,6,1266.856,2028.141,579554.8512,33.498,21.28,149.279524,78.616,39.551,1526.074225
5,447,3,-12.050278,-77.026111,7,1266.856,2028.141,579554.8512,33.498,21.28,149.279524,78.616,39.551,1526.074225
0,448,3,-12.050278,-77.026111,2,1268.581,2099.448,690339.9717,18.41,17.167,1.545049,22.237,25.441,10.265616
1,448,3,-12.050278,-77.026111,3,1268.581,2099.448,690339.9717,32.699,17.167,241.243024,43.231,25.441,316.4841
2,448,3,-12.050278,-77.026111,4,1268.581,2099.448,690339.9717,32.699,17.167,241.243024,43.231,25.441,316.4841
3,448,3,-12.050278,-77.026111,5,1268.581,2099.448,690339.9717,32.699,17.167,241.243024,43.231,25.441,316.4841
4,448,3,-12.050278,-77.026111,6,1268.581,2099.448,690339.9717,32.699,17.167,241.243024,43.231,25.441,316.4841
5,448,3,-12.050278,-77.026111,7,1268.581,2099.448,690339.9717,32.699,17.167,241.243024,43.231,25.441,316.4841
0,449,3,-12.050278,-77.026111,2,158.107,2251.4,4381875.584,22.749,18.585,17.338896,23.489,31.408,62.710561
1,449,3,-12.050278,-77.026111,3,1268.488,2251.4,966115.9997,32.758,18.585,200.873929,45.281,31.408,192.460129
2,449,3,-12.050278,-77.026111,4,1268.488,2251.4,966115.9997,32.758,18.585,200.873929,45.281,31.408,192.460129
3,449,3,-12.050278,-77.026111,5,1268.488,2251.4,966115.9997,32.758,18.585,200.873929,45.281,31.408,192.460129
4,449,3,-12.050278,-77.026111,6,1268.488,2251.4,966115.9997,32.758,18.585,200.873929,45.281,31.408,192.460129
5,449,3,-12.050278,-77.026111,7,1268.488,2251.4,966115.9997,32.758,18.585,200.873929,45.281,31.408,192.460129
0,450,3,-12.050278,-77.026111,2,840.664,2230.339,1931196.606,23.414,20.222,10.188864,25.593,27.464,3.500641
1,450,3,-12.050278,-77.026111,3,1268.297,2230.339,925524.8098,32.822,20.222,158.76,40.444,27.464,168.4804
2,450,3,-12.050278,-77.026111,4,1268.297,2230.339,925524.8098,32.822,20.222,158.76,40.444,27.464,168.4804
3,450,3,-12.050278,-77.026111,5,1268.297,2230.339,925524.8098,32.822,20.222,158.76,40.444,27.464,168.4804
4,450,3,-12.050278,-77.026111,6,1268.297,2230.339,925524.8098,32.822,20.222,158.76,40.444,27.464,168.4804
5,450,3,-12.050278,-77.026111,7,1268.297,2230.339,925524.8098,32.822,20.222,158.76,40.444,27.464,168.4804
0,451,3,-12.050278,-77.026111,2,129.606,2251.86,4503962.041,27.874,26.454,2.0164,36.984,34.296,7.225344
1,451,3,-12.050278,-77.026111,3,1266.874,2251.86,970197.4202,33.486,26.454,49.449024,48.74,34.296,208.629136
2,451,3,-12.050278,-77.026111,4,1266.874,2251.86,970197.4202,33.486,26.454,49.449024,48.74,34.296,208.629136
3,451,3,-12.050278,-77.026111,5,1266.874,2251.86,970197.4202,33.486,26.454,49.449024,48.74,34.296,208.629136
4,451,3,-12.050278,-77.026111,6,1266.874,2251.86,970197.4202,33.486,26.454,49.449024,48.74,34.296,208.629136
5,451,3,-12.050278,-77.026111,7,1266.874,2251.86,970197.4202,33.486,26.454,49.449024,48.74,34.296,208.629136
0,452,3,-12.050278,-77.026111,2,185.048,2281.254,4394079.594,29.884,31.672,3.196944,41.03,49.677,74.770609
1,452,3,-12.050278,-77.026111,3,1263.3,2281.254,1036230.346,34.945,31.672,10.712529,84.933,49.677,1242.985536
2,452,3,-12.050278,-77.026111,4,1263.3,2281.254,1036230.346,34.945,31.672,10.712529,84.933,49.677,1242.985536
3,452,3,-12.050278,-77.026111,5,1263.3,2281.254,1036230.346,34.945,31.672,10.712529,84.933,49.677,1242.985536
4,452,3,-12.050278,-77.026111,6,1263.3,2281.254,1036230.346,34.945,31.672,10.712529,84.933,49.677,1242.985536
5,452,3,-12.050278,-77.026111,7,1263.3,2281.254,1036230.346,34.945,31.672,10.712529,84.933,49.677,1242.985536
0,453,3,-12.050278,-77.026111,2,333.767,2207.839,3512145.861,30.736,35.663,24.275329,49.691,58.758,82.210489
1,453,3,-12.050278,-77.026111,3,1261.583,2207.839,895400.4175,35.586,35.663,0.005929,99.476,58.758,1657.955524
2,453,3,-12.050278,-77.026111,4,1261.583,2207.839,895400.4175,35.586,35.663,0.005929,99.476,58.758,1657.955524
3,453,3,-12.050278,-77.026111,5,1261.583,2207.839,895400.4175,35.586,35.663,0.005929,99.476,58.758,1657.955524
4,453,3,-12.050278,-77.026111,6,1261.583,2207.839,895400.4175,35.586,35.663,0.005929,99.476,58.758,1657.955524
5,453,3,-12.050278,-77.026111,7,1261.583,2207.839,895400.4175,35.586,35.663,0.005929,99.476,58.758,1657.955524
0,454,3,-12.050278,-77.026111,2,366.034,2274.82,3643463.994,31.146,36.448,28.111204,59.084,71.16,145.829776
1,454,3,-12.050278,-77.026111,3,1260.664,2274.82,1028512.392,35.914,36.448,0.285156,137.447,71.16,4393.966369
2,454,3,-12.050278,-77.026111,4,1260.664,2274.82,1028512.392,35.914,36.448,0.285156,137.447,71.16,4393.966369
3,454,3,-12.050278,-77.026111,5,1260.664,2274.82,1028512.392,35.914,36.448,0.285156,137.447,71.16,4393.966369
4,454,3,-12.050278,-77.026111,6,1260.664,2274.82,1028512.392,35.914,36.448,0.285156,137.447,71.16,4393.966369
5,454,3,-12.050278,-77.026111,7,1260.664,2274.82,1028512.392,35.914,36.448,0.285156,137.447,71.16,4393.966369
0,455,3,-12.050278,-77.026111,2,267.765,2231.641,3856808.943,31.002,36.233,27.363361,55.669,82.19,703.363441
1,455,3,-12.050278,-77.026111,3,1260.514,2231.641,943087.6501,35.966,36.233,0.071289,160.151,82.19,6077.917521
2,455,3,-12.050278,-77.026111,4,1260.514,2231.641,943087.6501,35.966,36.233,0.071289,160.151,82.19,6077.917521
3,455,3,-12.050278,-77.026111,5,1260.514,2231.641,943087.6501,35.966,36.233,0.071289,160.151,82.19,6077.917521
4,455,3,-12.050278,-77.026111,6,1260.514,2231.641,943087.6501,35.966,36.233,0.071289,160.151,82.19,6077.917521
5,455,3,-12.050278,-77.026111,7,1260.514,2231.641,943087.6501,35.966,36.233,0.071289,160.151,82.19,6077.917521
0,456,3,-12.050278,-77.026111,2,327.728,2213.932,3557765.53,30.9,35.087,17.530969,54.317,84.775,927.689764
1,456,3,-12.050278,-77.026111,3,1260.618,2213.932,908807.5826,35.93,35.087,0.710649,179.705,84.775,9011.7049
2,456,3,-12.050278,-77.026111,4,1260.618,2213.932,908807.5826,35.93,35.087,0.710649,179.705,84.775,9011.7049
3,456,3,-12.050278,-77.026111,5,1260.618,2213.932,908807.5826,35.93,35.087,0.710649,179.705,84.775,9011.7049
4,456,3,-12.050278,-77.026111,6,1260.618,2213.932,908807.5826,35.93,35.087,0.710649,179.705,84.775,9011.7049
5,456,3,-12.050278,-77.026111,7,1260.618,2213.932,908807.5826,35.93,35.087,0.710649,179.705,84.775,9011.7049
0,457,3,-12.050278,-77.026111,2,149.075,2141.615,3970215.652,31.151,35.326,17.430625,45.18,74.258,845.530084
1,457,3,-12.050278,-77.026111,3,1260.737,2141.615,775946.0509,35.888,35.326,0.315844,191.515,74.258,13749.20405
2,457,3,-12.050278,-77.026111,4,1260.737,2141.615,775946.0509,35.888,35.326,0.315844,191.515,74.258,13749.20405
3,457,3,-12.050278,-77.026111,5,1260.737,2141.615,775946.0509,35.888,35.326,0.315844,191.515,74.258,13749.20405
4,457,3,-12.050278,-77.026111,6,1260.737,2141.615,775946.0509,35.888,35.326,0.315844,191.515,74.258,13749.20405
5,457,3,-12.050278,-77.026111,7,1260.737,2141.615,775946.0509,35.888,35.326,0.315844,191.515,74.258,13749.20405
0,458,3,-12.050278,-77.026111,2,73.373,2072.162,3995157.467,31.055,35.197,17.156164,48.685,87.95,1541.740225
1,458,3,-12.050278,-77.026111,3,1260.425,2072.162,658916.9572,35.997,35.197,0.64,190.302,87.95,10475.9319
2,458,3,-12.050278,-77.026111,4,1260.425,2072.162,658916.9572,35.997,35.197,0.64,190.302,87.95,10475.9319
3,458,3,-12.050278,-77.026111,5,1260.425,2072.162,658916.9572,35.997,35.197,0.64,190.302,87.95,10475.9319
4,458,3,-12.050278,-77.026111,6,1260.425,2072.162,658916.9572,35.997,35.197,0.64,190.302,87.95,10475.9319
5,458,3,-12.050278,-77.026111,7,1260.425,2072.162,658916.9572,35.997,35.197,0.64,190.302,87.95,10475.9319
0,459,3,-12.050278,-77.026111,2,164.456,2047.289,3545060.106,31.156,35.197,16.329681,52.098,84.181,1029.318889
1,459,3,-12.050278,-77.026111,3,1260.067,2047.289,619718.4773,36.12,35.197,0.851929,202.882,84.181,14089.9274
2,459,3,-12.050278,-77.026111,4,1260.067,2047.289,619718.4773,36.12,35.197,0.851929,202.882,84.181,14089.9274
3,459,3,-12.050278,-77.026111,5,1260.067,2047.289,619718.4773,36.12,35.197,0.851929,202.882,84.181,14089.9274
4,459,3,-12.050278,-77.026111,6,1260.067,2047.289,619718.4773,36.12,35.197,0.851929,202.882,84.181,14089.9274
5,459,3,-12.050278,-77.026111,7,1260.067,2047.289,619718.4773,36.12,35.197,0.851929,202.882,84.181,14089.9274
0,460,3,-12.050278,-77.026111,2,439.82,2062.101,2631795.643,31.437,34.854,11.675889,65.345,89.643,590.392804
1,460,3,-12.050278,-77.026111,3,1260.006,2062.101,643356.389,36.141,34.854,1.656369,204.841,89.643,13270.5792
2,460,3,-12.050278,-77.026111,4,1260.006,2062.101,643356.389,36.141,34.854,1.656369,204.841,89.643,13270.5792
3,460,3,-12.050278,-77.026111,5,1260.006,2062.101,643356.389,36.141,34.854,1.656369,204.841,89.643,13270.5792
4,460,3,-12.050278,-77.026111,6,1260.006,2062.101,643356.389,36.141,34.854,1.656369,204.841,89.643,13270.5792
5,460,3,-12.050278,-77.026111,7,1260.006,2062.101,643356.389,36.141,34.854,1.656369,204.841,89.643,13270.5792
0,461,3,-12.050278,-77.026111,2,606.611,2091.552,2205049.773,31.663,35.28,13.082689,60.492,99.254,1502.492644
1,461,3,-12.050278,-77.026111,3,1259.866,2091.552,691701.6026,36.189,35.28,0.826281,216.818,99.254,13821.2941
2,461,3,-12.050278,-77.026111,4,1259.866,2091.552,691701.6026,36.189,35.28,0.826281,216.818,99.254,13821.2941
3,461,3,-12.050278,-77.026111,5,1259.866,2091.552,691701.6026,36.189,35.28,0.826281,216.818,99.254,13821.2941
4,461,3,-12.050278,-77.026111,6,1259.866,2091.552,691701.6026,36.189,35.28,0.826281,216.818,99.254,13821.2941
5,461,3,-12.050278,-77.026111,7,1259.866,2091.552,691701.6026,36.189,35.28,0.826281,216.818,99.254,13821.2941
0,462,3,-12.050278,-77.026111,2,1158.728,2131.588,946456.5796,31.942,35.672,13.9129,105.422,108.477,9.333025
1,462,3,-12.050278,-77.026111,3,1259.681,2131.588,760221.8166,36.251,35.672,0.335241,209.404,108.477,10186.25933
2,462,3,-12.050278,-77.026111,4,1259.681,2131.588,760221.8166,36.251,35.672,0.335241,209.404,108.477,10186.25933
3,462,3,-12.050278,-77.026111,5,1259.681,2131.588,760221.8166,36.251,35.672,0.335241,209.404,108.477,10186.25933
4,462,3,-12.050278,-77.026111,6,1259.681,2131.588,760221.8166,36.251,35.672,0.335241,209.404,108.477,10186.25933
5,462,3,-12.050278,-77.026111,7,1259.681,2131.588,760221.8166,36.251,35.672,0.335241,209.404,108.477,10186.25933
0,463,3,-12.050278,-77.026111,2,405.156,2094.93,2855336.171,31.923,35.652,13.905441,116.174,83.95,1038.386176
1,463,3,-12.050278,-77.026111,3,1259.462,2094.93,698006.779,36.325,35.652,0.452929,175.376,83.95,8358.713476
2,463,3,-12.050278,-77.026111,4,1259.462,2094.93,698006.779,36.325,35.652,0.452929,175.376,83.95,8358.713476
3,463,3,-12.050278,-77.026111,5,1259.462,2094.93,698006.779,36.325,35.652,0.452929,175.376,83.95,8358.713476
4,463,3,-12.050278,-77.026111,6,1259.462,2094.93,698006.779,36.325,35.652,0.452929,175.376,83.95,8358.713476
5,463,3,-12.050278,-77.026111,7,1259.462,2094.93,698006.779,36.325,35.652,0.452929,175.376,83.95,8358.713476
0,464,3,-12.050278,-77.026111,2,554.934,1974.042,2013867.516,32.178,36.101,15.389929,118.025,73.089,2019.244096
1,464,3,-12.050278,-77.026111,3,1259.346,1974.042,510790.3724,36.363,36.101,0.068644,150.099,73.089,5930.5401
2,464,3,-12.050278,-77.026111,4,1259.346,1974.042,510790.3724,36.363,36.101,0.068644,150.099,73.089,5930.5401
3,464,3,-12.050278,-77.026111,5,1259.346,1974.042,510790.3724,36.363,36.101,0.068644,150.099,73.089,5930.5401
4,464,3,-12.050278,-77.026111,6,1259.346,1974.042,510790.3724,36.363,36.101,0.068644,150.099,73.089,5930.5401
5,464,3,-12.050278,-77.026111,7,1259.346,1974.042,510790.3724,36.363,36.101,0.068644,150.099,73.089,5930.5401
0,465,3,-12.050278,-77.026111,2,228.379,1995.097,3121292.492,32.333,35.742,11.621281,82.001,84.364,5.583769
1,465,3,-12.050278,-77.026111,3,1259.402,1995.097,541247.133,36.345,35.742,0.363609,167.426,84.364,6899.295844
2,465,3,-12.050278,-77.026111,4,1259.402,1995.097,541247.133,36.345,35.742,0.363609,167.426,84.364,6899.295844
3,465,3,-12.050278,-77.026111,5,1259.402,1995.097,541247.133,36.345,35.742,0.363609,167.426,84.364,6899.295844
4,465,3,-12.050278,-77.026111,6,1259.402,1995.097,541247.133,36.345,35.742,0.363609,167.426,84.364,6899.295844
5,465,3,-12.050278,-77.026111,7,1259.402,1995.097,541247.133,36.345,35.742,0.363609,167.426,84.364,6899.295844
0,466,3,-12.050278,-77.026111,2,365.677,2054.11,2850805.995,32.401,36.165,14.167696,76.313,87.81,132.181009
1,466,3,-12.050278,-77.026111,3,1259.245,2054.11,631810.3682,36.397,36.165,0.053824,182.021,87.81,8875.712521
2,466,3,-12.050278,-77.026111,4,1259.245,2054.11,631810.3682,36.397,36.165,0.053824,182.021,87.81,8875.712521
3,466,3,-12.050278,-77.026111,5,1259.245,2054.11,631810.3682,36.397,36.165,0.053824,182.021,87.81,8875.712521
4,466,3,-12.050278,-77.026111,6,1259.245,2054.11,631810.3682,36.397,36.165,0.053824,182.021,87.81,8875.712521
5,466,3,-12.050278,-77.026111,7,1259.245,2054.11,631810.3682,36.397,36.165,0.053824,182.021,87.81,8875.712521
0,467,3,-12.050278,-77.026111,2,597.229,2115.316,2304588.14,32.447,35.746,10.883401,101.668,89.442,149.475076
1,467,3,-12.050278,-77.026111,3,1259.667,2115.316,732135.2112,36.256,35.746,0.2601,184.346,89.442,9006.769216
2,467,3,-12.050278,-77.026111,4,1259.667,2115.316,732135.2112,36.256,35.746,0.2601,184.346,89.442,9006.769216
3,467,3,-12.050278,-77.026111,5,1259.667,2115.316,732135.2112,36.256,35.746,0.2601,184.346,89.442,9006.769216
4,467,3,-12.050278,-77.026111,6,1259.667,2115.316,732135.2112,36.256,35.746,0.2601,184.346,89.442,9006.769216
5,467,3,-12.050278,-77.026111,7,1259.667,2115.316,732135.2112,36.256,35.746,0.2601,184.346,89.442,9006.769216
0,468,3,-12.050278,-77.026111,2,564.148,2189.873,2642981.776,32.417,35.569,9.935104,105.109,80.965,582.932736
1,468,3,-12.050278,-77.026111,3,1260.152,2189.873,864381.1378,36.091,35.569,0.272484,186.282,80.965,11091.67049
2,468,3,-12.050278,-77.026111,4,1260.152,2189.873,864381.1378,36.091,35.569,0.272484,186.282,80.965,11091.67049
3,468,3,-12.050278,-77.026111,5,1260.152,2189.873,864381.1378,36.091,35.569,0.272484,186.282,80.965,11091.67049
4,468,3,-12.050278,-77.026111,6,1260.152,2189.873,864381.1378,36.091,35.569,0.272484,186.282,80.965,11091.67049
5,468,3,-12.050278,-77.026111,7,1260.152,2189.873,864381.1378,36.091,35.569,0.272484,186.282,80.965,11091.67049
