,hour,lat,lon,k,CO_interpolate,CO_REAL,NO2_interpolate,NO2_REAL,PM25_interpolate,PM25_REAL
1,1,-12.054722,-77.029722,3,1366.287353515625,702.341,18.470874786376953,22.669,23.12833595275879,24.38
2,1,-12.054722,-77.029722,4,1262.37158203125,702.341,15.435649871826172,22.669,22.739501953125,24.38
3,1,-12.054722,-77.029722,5,1194.762939453125,702.341,17.477813720703125,22.669,27.0877742767334,24.38
4,1,-12.054722,-77.029722,6,1046.462646484375,702.341,17.256187438964844,22.669,25.4373779296875,24.38
5,1,-12.054722,-77.029722,7,974.9956665039062,702.341,17.931228637695312,22.669,25.40532875061035,24.38
0,2,-12.054722,-77.029722,2,1307.511474609375,561.13,16.298864364624023,21.582,14.893092155456543,15.78
1,2,-12.054722,-77.029722,3,1194.69189453125,561.13,16.089914321899414,21.582,15.9583740234375,15.78
2,2,-12.054722,-77.029722,4,1039.225341796875,561.13,14.197556495666504,21.582,16.0557804107666,15.78
3,2,-12.054722,-77.029722,5,968.2927856445312,561.13,17.38867950439453,21.582,17.95192527770996,15.78
4,2,-12.054722,-77.029722,6,831.5537719726562,561.13,16.770923614501953,21.582,17.001976013183594,15.78
5,2,-12.054722,-77.029722,7,772.7684326171875,561.13,17.30087661743164,21.582,16.998979568481445,15.78
0,3,-12.054722,-77.029722,2,1230.76953125,459.768,17.352176666259766,20.74,13.059046745300293,12.297
1,3,-12.054722,-77.029722,3,1136.7069091796875,459.768,16.019811630249023,20.74,13.783349990844727,12.297
2,3,-12.054722,-77.029722,4,1083.73779296875,459.768,14.692605972290039,20.74,13.826262474060059,12.297
3,3,-12.054722,-77.029722,5,994.3217163085938,459.768,17.811323165893555,20.74,15.846905708312988,12.297
4,3,-12.054722,-77.029722,6,846.190673828125,459.768,16.626983642578125,20.74,15.010954856872559,12.297
5,3,-12.054722,-77.029722,7,771.6216430664062,459.768,16.93895149230957,20.74,14.719850540161133,12.297
0,4,-12.054722,-77.029722,2,1385.322998046875,585.234,23.70087432861328,33.671,9.280522346496582,9.92
1,4,-12.054722,-77.029722,3,1286.9415283203125,585.234,23.468921661376953,33.671,11.325642585754395,9.92
2,4,-12.054722,-77.029722,4,1200.236328125,585.234,21.544187545776367,33.671,11.190481185913086,9.92
3,4,-12.054722,-77.029722,5,1101.597900390625,585.234,23.185863494873047,33.671,12.535115242004395,9.92
4,4,-12.054722,-77.029722,6,943.3599853515625,585.234,22.932064056396484,33.671,11.749627113342285,9.92
5,4,-12.054722,-77.029722,7,853.038330078125,585.234,23.116891860961914,33.671,11.490281105041504,9.92
0,5,-12.054722,-77.029722,2,1459.3489990234375,741.371,27.750919342041016,33.938,8.870527267456055,11.092
1,5,-12.054722,-77.029722,3,1326.4052734375,741.371,27.7989444732666,33.938,9.279009819030762,11.092
2,5,-12.054722,-77.029722,4,1209.5369873046875,741.371,25.691204071044922,33.938,9.22150707244873,11.092
3,5,-12.054722,-77.029722,5,1138.325927734375,741.371,27.23768424987793,33.938,10.576735496520996,11.092
4,5,-12.054722,-77.029722,6,983.4734497070312,741.371,27.145240783691406,33.938,9.92863941192627,11.092
5,5,-12.054722,-77.029722,7,916.10498046875,741.371,27.36275291442871,33.938,9.943117141723633,11.092
0,6,-12.054722,-77.029722,2,1580.537353515625,885.759,32.030433654785156,38.473,14.039066314697266,18.523
1,6,-12.054722,-77.029722,3,1475.4202880859375,885.759,32.74027633666992,38.473,15.429683685302734,18.523
2,6,-12.054722,-77.029722,4,1321.14013671875,885.759,31.081453323364258,38.473,14.852261543273926,18.523
3,6,-12.054722,-77.029722,5,1218.245849609375,885.759,32.436893463134766,38.473,15.98275089263916,18.523
4,6,-12.054722,-77.029722,6,1065.831298828125,885.759,32.485740661621094,38.473,14.806673049926758,18.523
5,6,-12.054722,-77.029722,7,1015.213134765625,885.759,32.605621337890625,38.473,14.882711410522461,18.523
0,1,-12.044236,-77.012467,2,1557.3311767578125,704.079,10.332106590270996,22.829,22.076013565063477,42.404
1,1,-12.044236,-77.012467,3,1406.6492919921875,704.079,13.150646209716797,22.829,23.568960189819336,42.404
2,1,-12.044236,-77.012467,4,1230.5657958984375,704.079,15.530323028564453,22.829,23.771728515625,42.404
3,1,-12.044236,-77.012467,5,1045.4503173828125,704.079,15.653849601745605,22.829,22.4544734954834,42.404
4,1,-12.044236,-77.012467,6,1009.4627685546875,704.079,16.760000228881836,22.829,22.08724021911621,42.404
5,1,-12.044236,-77.012467,7,997.2988891601562,704.079,18.02950096130371,22.829,25.286314010620117,42.404
0,2,-12.044236,-77.012467,2,1265.1824951171875,564.172,10.936314582824707,21.115,16.621007919311523,32.078
1,2,-12.044236,-77.012467,3,1166.4735107421875,564.172,12.514824867248535,21.115,17.110322952270508,32.078
2,2,-12.044236,-77.012467,4,1015.1320190429688,564.172,14.781702995300293,21.115,16.777729034423828,32.078
3,2,-12.044236,-77.012467,5,841.6827392578125,564.172,14.561777114868164,21.115,15.872645378112793,32.078
4,2,-12.044236,-77.012467,6,810.9804077148438,564.172,15.342452049255371,21.115,15.375889778137207,32.078
5,2,-12.044236,-77.012467,7,792.9190673828125,564.172,17.458269119262695,21.115,16.827396392822266,32.078
0,3,-12.044236,-77.012467,2,1371.10546875,549.876,10.537995338439941,21.078,14.013501167297363,23.714
1,3,-12.044236,-77.012467,3,1230.266845703125,549.876,11.476966857910156,21.078,14.419654846191406,23.714
2,3,-12.044236,-77.012467,4,1037.635009765625,549.876,13.792810440063477,21.078,13.888971328735352,23.714
3,3,-12.044236,-77.012467,5,851.2208251953125,549.876,13.175291061401367,21.078,13.277419090270996,23.714
4,3,-12.044236,-77.012467,6,816.706787109375,549.876,15.036006927490234,21.078,13.072190284729004,23.714
5,3,-12.044236,-77.012467,7,790.9835205078125,549.876,17.214597702026367,21.078,14.62321949005127,23.714
0,4,-12.044236,-77.012467,2,1536.6124267578125,514.379,18.374568939208984,25.189,10.279986381530762,17.67
1,4,-12.044236,-77.012467,3,1387.8040771484375,514.379,19.91799545288086,25.189,11.991935729980469,17.67
2,4,-12.044236,-77.012467,4,1187.1541748046875,514.379,23.356374740600586,25.189,11.473932266235352,17.67
3,4,-12.044236,-77.012467,5,980.1639404296875,514.379,23.017723083496094,25.189,10.743596076965332,17.67
4,4,-12.044236,-77.012467,6,923.0562133789062,514.379,23.585247039794922,25.189,10.417342185974121,17.67
5,4,-12.044236,-77.012467,7,892.1954956054688,514.379,24.466306686401367,25.189,11.48823356628418,17.67
0,5,-12.044236,-77.012467,2,1549.6214599609375,599.66,22.6840877532959,29.391,9.253005027770996,16.983
1,5,-12.044236,-77.012467,3,1386.589599609375,599.66,24.421003341674805,29.391,9.533994674682617,16.983
2,5,-12.044236,-77.012467,4,1225.2789306640625,599.66,26.80034065246582,29.391,9.923510551452637,16.983
3,5,-12.044236,-77.012467,5,1022.0718994140625,599.66,26.776874542236328,29.391,9.276453018188477,16.983
4,5,-12.044236,-77.012467,6,964.78759765625,599.66,27.23104476928711,29.391,9.11104965209961,16.983
5,5,-12.044236,-77.012467,7,948.8849487304688,599.66,28.115703582763672,29.391,10.094844818115234,16.983
0,6,-12.044236,-77.012467,2,1629.4490966796875,945.696,28.335060119628906,36.037,14.29703140258789,26.278
1,6,-12.044236,-77.012467,3,1508.030029296875,945.696,30.276643753051758,36.037,15.601645469665527,26.278
2,6,-12.044236,-77.012467,4,1352.45654296875,945.696,32.325809478759766,36.037,16.33201026916504,26.278
3,6,-12.044236,-77.012467,5,1142.7239990234375,945.696,32.40664291381836,36.037,14.850910186767578,26.278
4,6,-12.044236,-77.012467,6,1079.0128173828125,945.696,32.58819580078125,36.037,14.476439476013184,26.278
5,6,-12.044236,-77.012467,7,1040.1048583984375,945.696,33.34112548828125,36.037,15.337614059448242,26.278
0,1,-12.051526,-77.077941,2,378.5296936035156,428.887,19.191007614135742,17.229,28.90855598449707,20.718
1,1,-12.051526,-77.077941,3,413.8479309082031,428.887,17.78854751586914,17.229,26.657503128051758,20.718
2,1,-12.051526,-77.077941,4,496.1103820800781,428.887,18.66274642944336,17.229,30.52951431274414,20.718
3,1,-12.051526,-77.077941,5,506.1168212890625,428.887,19.326644897460938,17.229,29.466136932373047,20.718
4,1,-12.051526,-77.077941,6,575.8248291015625,428.887,20.380172729492188,17.229,31.96910285949707,20.718
5,1,-12.051526,-77.077941,7,612.0714111328125,428.887,20.65318489074707,17.229,30.294862747192383,20.718
0,2,-12.051526,-77.077941,2,412.2199401855469,491.926,25.94668960571289,15.019,24.797197341918945,19.268
1,2,-12.051526,-77.077941,3,427.83367919921875,491.926,23.156879425048828,15.019,22.124895095825195,19.268
2,2,-12.051526,-77.077941,4,464.5519104003906,491.926,23.711713790893555,15.019,23.900348663330078,19.268
3,2,-12.051526,-77.077941,5,455.64312744140625,491.926,23.065526962280273,15.019,22.516382217407227,19.268
4,2,-12.051526,-77.077941,6,493.79815673828125,491.926,24.24709129333496,15.019,23.019882202148438,19.268
5,2,-12.051526,-77.077941,7,517.181884765625,491.926,23.53255271911621,15.019,21.572847366333008,19.268
0,3,-12.051526,-77.077941,2,377.85211181640625,633.852,22.890073776245117,15.455,23.112852096557617,17.856
1,3,-12.051526,-77.077941,3,413.6365966796875,633.852,19.441076278686523,15.455,19.798940658569336,17.856
2,3,-12.051526,-77.077941,4,456.5782165527344,633.852,19.781091690063477,15.455,21.131088256835938,17.856
3,3,-12.051526,-77.077941,5,430.0907287597656,633.852,19.587059020996094,15.455,19.499357223510742,17.856
4,3,-12.051526,-77.077941,6,464.51904296875,633.852,21.37061309814453,15.455,20.237892150878906,17.856
5,3,-12.051526,-77.077941,7,490.1810302734375,633.852,21.79486846923828,15.455,19.06746482849121,17.856
0,4,-12.051526,-77.077941,2,406.774169921875,875.996,28.497764587402344,30.263,20.805400848388672,19.172
1,4,-12.051526,-77.077941,3,428.4667053222656,875.996,25.302892684936523,30.263,17.479305267333984,19.172
2,4,-12.051526,-77.077941,4,467.5029296875,875.996,25.61370086669922,30.263,17.916772842407227,19.172
3,4,-12.051526,-77.077941,5,436.20794677734375,875.996,25.33614158630371,30.263,16.320106506347656,19.172
4,4,-12.051526,-77.077941,6,481.34893798828125,875.996,26.072378158569336,30.263,16.58578872680664,19.172
5,4,-12.051526,-77.077941,7,503.6599426269531,875.996,26.122474670410156,30.263,15.471384048461914,19.172
0,5,-12.051526,-77.077941,2,537.7999267578125,1146.668,34.86943817138672,34.886,25.4683837890625,22.195
1,5,-12.051526,-77.077941,3,547.86181640625,1146.668,30.89227294921875,34.886,20.737503051757812,22.195
2,5,-12.051526,-77.077941,4,580.5891723632812,1146.668,31.303245544433594,34.886,20.87289047241211,22.195
3,5,-12.051526,-77.077941,5,566.8387451171875,1146.668,30.776159286499023,34.886,18.704160690307617,22.195
4,5,-12.051526,-77.077941,6,614.6156005859375,1146.668,31.2175235748291,34.886,18.253076553344727,22.195
5,5,-12.051526,-77.077941,7,623.72216796875,1146.668,30.972415924072266,34.886,16.828731536865234,22.195
0,6,-12.051526,-77.077941,2,513.7310180664062,1101.943,39.458011627197266,37.595,35.23678970336914,27.659
1,6,-12.051526,-77.077941,3,547.8257446289062,1101.943,36.54541778564453,37.595,29.648696899414062,27.659
2,6,-12.051526,-77.077941,4,619.2726440429688,1101.943,36.71432876586914,37.595,30.372344970703125,27.659
3,6,-12.051526,-77.077941,5,637.71240234375,1101.943,36.036415100097656,37.595,27.36546516418457,27.659
4,6,-12.051526,-77.077941,6,665.8709716796875,1101.943,36.34021759033203,37.595,26.221906661987305,27.659
5,6,-12.051526,-77.077941,7,679.383056640625,1101.943,35.9338493347168,37.595,24.27623176574707,27.659
0,1,-12.042525,-77.033486,2,1014.7930297851562,304.925,22.217422485351562,16.148,35.5182991027832,17.185
1,1,-12.042525,-77.033486,3,953.0341186523438,304.925,22.2419490814209,16.148,30.429180145263672,17.185
2,1,-12.042525,-77.033486,4,952.4318237304688,304.925,18.26383399963379,16.148,28.215065002441406,17.185
3,1,-12.042525,-77.033486,5,871.1810302734375,304.925,19.007396697998047,16.148,27.614709854125977,17.185
4,1,-12.042525,-77.033486,6,1086.6712646484375,304.925,18.228425979614258,16.148,26.775348663330078,17.185
5,1,-12.042525,-77.033486,7,1031.7623291015625,304.925,18.86284637451172,16.148,26.43312644958496,17.185
0,2,-12.042525,-77.033486,2,826.7982177734375,147.826,22.912837982177734,13.682,21.812915802001953,12.252
1,2,-12.042525,-77.033486,3,770.3526000976562,147.826,21.690553665161133,13.682,18.839265823364258,12.252
2,2,-12.042525,-77.033486,4,720.9696044921875,147.826,18.39793586730957,13.682,18.2164306640625,12.252
3,2,-12.042525,-77.033486,5,660.7836303710938,147.826,18.81450843811035,13.682,17.96936798095703,12.252
4,2,-12.042525,-77.033486,6,876.9228515625,147.826,17.904006958007812,13.682,17.790122985839844,12.252
5,2,-12.042525,-77.033486,7,831.8058471679688,147.826,18.429479598999023,13.682,17.502939224243164,12.252
0,3,-12.042525,-77.033486,2,792.6085205078125,105.5,21.820810317993164,10.705,19.580902099609375,10.831
1,3,-12.042525,-77.033486,3,743.1151733398438,105.5,22.66054344177246,10.705,17.069259643554688,10.831
2,3,-12.042525,-77.033486,4,788.5455932617188,105.5,19.67306137084961,10.705,16.290668487548828,10.831
3,3,-12.042525,-77.033486,5,695.67529296875,105.5,19.50066566467285,10.705,15.627199172973633,10.831
4,3,-12.042525,-77.033486,6,882.6390991210938,105.5,17.977916717529297,10.705,15.367975234985352,10.831
5,3,-12.042525,-77.033486,7,822.223876953125,105.5,18.37253189086914,10.705,14.929227828979492,10.831
0,4,-12.042525,-77.033486,2,898.6002807617188,152.132,26.378923416137695,21.663,16.66497230529785,7.822
1,4,-12.042525,-77.033486,3,811.5682373046875,152.132,26.39361572265625,21.663,14.0386381149292,7.822
2,4,-12.042525,-77.033486,4,843.7074584960938,152.132,23.737627029418945,21.663,13.225202560424805,7.822
3,4,-12.042525,-77.033486,5,737.1838989257812,152.132,23.83529281616211,21.663,12.567025184631348,7.822
4,4,-12.042525,-77.033486,6,969.8530883789062,152.132,23.359201431274414,21.663,12.101645469665527,7.822
5,4,-12.042525,-77.033486,7,914.9029541015625,152.132,24.83243751525879,21.663,11.789956092834473,7.822
0,5,-12.042525,-77.033486,2,956.9888305664062,209.174,30.65943717956543,26.683,13.046934127807617,6.688
1,5,-12.042525,-77.033486,3,864.10986328125,209.174,30.273624420166016,26.683,11.459282875061035,6.688
2,5,-12.042525,-77.033486,4,862.8156127929688,209.174,27.547130584716797,26.683,10.856693267822266,6.688
3,5,-12.042525,-77.033486,5,792.6276245117188,209.174,27.771284103393555,26.683,10.691370010375977,6.688
4,5,-12.042525,-77.033486,6,1033.923828125,209.174,27.476041793823242,26.683,10.485623359680176,6.688
5,5,-12.042525,-77.033486,7,992.1270141601562,209.174,28.399255752563477,26.683,10.572256088256836,6.688
0,6,-12.042525,-77.033486,2,1035.9161376953125,303.722,36.009456634521484,32.73,19.357975006103516,8.926
1,6,-12.042525,-77.033486,3,944.0914306640625,303.722,35.171634674072266,32.73,17.10664176940918,8.926
2,6,-12.042525,-77.033486,4,922.6431274414062,303.722,32.904903411865234,32.73,16.109949111938477,8.926
3,6,-12.042525,-77.033486,5,880.4115600585938,303.722,32.988914489746094,32.73,15.955774307250977,8.926
4,6,-12.042525,-77.033486,6,1133.7919921875,303.722,32.58489227294922,32.73,15.875471115112305,8.926
5,6,-12.042525,-77.033486,7,1098.355712890625,303.722,33.42612075805664,32.73,16.253721237182617,8.926
0,1,-12.046736,-77.047594,2,515.3074951171875,742.865,18.483057022094727,21.285,23.684524536132812,42.144
1,1,-12.046736,-77.047594,3,651.651123046875,742.865,20.871196746826172,21.285,30.617481231689453,42.144
2,1,-12.046736,-77.047594,4,696.1207885742188,742.865,21.226173400878906,21.285,28.025676727294922,42.144
3,1,-12.046736,-77.047594,5,617.878662109375,742.865,20.210500717163086,21.285,25.857460021972656,42.144
4,1,-12.046736,-77.047594,6,699.1160278320312,742.865,19.97340202331543,21.285,25.973724365234375,42.144
5,1,-12.046736,-77.047594,7,699.5768432617188,742.865,20.358535766601562,21.285,25.74601936340332,42.144
0,2,-12.046736,-77.047594,2,439.53369140625,574.692,19.029523849487305,25.376,16.88100242614746,29.226
1,2,-12.046736,-77.047594,3,521.2092895507812,574.692,22.737930297851562,25.376,19.76652717590332,29.226
2,2,-12.046736,-77.047594,4,555.2748413085938,574.692,21.864885330200195,25.376,18.047773361206055,29.226
3,2,-12.046736,-77.047594,5,473.7820129394531,574.692,20.228246688842773,25.376,16.888574600219727,29.226
4,2,-12.046736,-77.047594,6,556.3314208984375,574.692,19.468822479248047,25.376,17.088659286499023,29.226
5,2,-12.046736,-77.047594,7,557.0170288085938,574.692,19.770742416381836,25.376,16.901683807373047,29.226
0,3,-12.046736,-77.047594,2,404.67169189453125,585.386,15.677550315856934,20.801,13.072498321533203,25.127
1,3,-12.046736,-77.047594,3,481.9976501464844,585.386,20.547693252563477,20.801,16.69190788269043,25.127
2,3,-12.046736,-77.047594,4,522.5333862304688,585.386,21.495838165283203,20.801,15.530348777770996,25.127
3,3,-12.046736,-77.047594,5,439.1235656738281,585.386,19.337589263916016,20.801,14.59044361114502,25.127
4,3,-12.046736,-77.047594,6,524.037841796875,585.386,18.340425491333008,20.801,14.697376251220703,25.127
5,3,-12.046736,-77.047594,7,514.8552856445312,585.386,18.683263778686523,20.801,14.354422569274902,25.127
0,4,-12.046736,-77.047594,2,391.44122314453125,584.596,21.570043563842773,26.546,10.380992889404297,19.229
1,4,-12.046736,-77.047594,3,496.6408386230469,584.596,24.29787826538086,26.546,12.892163276672363,19.229
2,4,-12.046736,-77.047594,4,531.859375,584.596,24.82919692993164,26.546,11.865549087524414,19.229
3,4,-12.046736,-77.047594,5,455.9110412597656,584.596,24.195932388305664,26.546,11.056809425354004,19.229
4,4,-12.046736,-77.047594,6,561.6282958984375,584.596,23.9974308013916,26.546,11.7833890914917,19.229
5,4,-12.046736,-77.047594,7,565.0009765625,584.596,25.37954330444336,26.546,11.517156600952148,19.229
0,5,-12.046736,-77.047594,2,539.9120483398438,678.758,25.803546905517578,32.536,10.65349006652832,21.279
1,5,-12.046736,-77.047594,3,644.43603515625,678.758,28.343868255615234,32.536,12.435112953186035,21.279
2,5,-12.046736,-77.047594,4,652.9158935546875,678.758,28.633420944213867,32.536,11.397260665893555,21.279
3,5,-12.046736,-77.047594,5,564.1641845703125,678.758,28.243322372436523,32.536,10.45537281036377,21.279
4,5,-12.046736,-77.047594,6,646.8939208984375,678.758,28.185264587402344,32.536,10.39547348022461,21.279
5,5,-12.046736,-77.047594,7,660.392333984375,678.758,29.00718879699707,32.536,10.494990348815918,21.279
0,6,-12.046736,-77.047594,2,663.7362670898438,833.585,32.02302169799805,37.221,16.906475067138672,32.543
1,6,-12.046736,-77.047594,3,711.3746948242188,833.585,33.96847915649414,37.221,18.106063842773438,32.543
2,6,-12.046736,-77.047594,4,723.6426391601562,833.585,33.85034942626953,37.221,16.730449676513672,32.543
3,6,-12.046736,-77.047594,5,639.6553344726562,833.585,33.62627029418945,37.221,15.169501304626465,32.543
4,6,-12.046736,-77.047594,6,743.9163208007812,833.585,33.715232849121094,37.221,15.676450729370117,32.543
5,6,-12.046736,-77.047594,7,764.18212890625,833.585,34.39500045776367,37.221,16.083152770996094,32.543
0,1,-12.045394,-77.036852,2,567.2241821289062,924.311,19.21953773498535,25.647,18.718017578125,44.482
1,1,-12.045394,-77.036852,3,746.5765991210938,924.311,19.0756893157959,25.647,21.33039665222168,44.482
2,1,-12.045394,-77.036852,4,696.4713134765625,924.311,19.80220603942871,25.647,22.300966262817383,44.482
3,1,-12.045394,-77.036852,5,747.3048706054688,924.311,17.107616424560547,25.647,22.155364990234375,44.482
4,1,-12.045394,-77.036852,6,746.56494140625,924.311,17.80379867553711,25.647,25.486570358276367,44.482
5,1,-12.045394,-77.036852,7,949.07763671875,924.311,17.308061599731445,25.647,25.07115936279297,44.482
0,2,-12.045394,-77.036852,2,402.6470642089844,684.544,16.464033126831055,30.154,12.572004318237305,25.537
1,2,-12.045394,-77.036852,3,591.4503784179688,684.544,16.20001792907715,30.154,14.411038398742676,25.537
2,2,-12.045394,-77.036852,4,548.5940551757812,684.544,17.270174026489258,30.154,15.053475379943848,25.537
3,2,-12.045394,-77.036852,5,553.44091796875,684.544,15.520143508911133,30.154,15.312395095825195,25.537
4,2,-12.045394,-77.036852,6,556.9825439453125,684.544,17.162670135498047,30.154,17.631166458129883,25.537
5,2,-12.045394,-77.036852,7,757.0775756835938,684.544,16.61823272705078,30.154,17.525846481323242,25.537
0,3,-12.045394,-77.036852,2,374.8177490234375,636.634,17.5225830078125,30.287,11.438507080078125,23.93
1,3,-12.045394,-77.036852,3,566.07421875,636.634,16.13336181640625,30.287,12.70302963256836,23.93
2,3,-12.045394,-77.036852,4,505.59814453125,636.634,16.802715301513672,30.287,12.770516395568848,23.93
3,3,-12.045394,-77.036852,5,589.4493408203125,636.634,15.584305763244629,30.287,13.007426261901855,23.93
4,3,-12.045394,-77.036852,6,588.7721557617188,636.634,16.453693389892578,30.287,15.027213096618652,23.93
5,3,-12.045394,-77.036852,7,764.3025512695312,636.634,15.583788871765137,30.287,14.890740394592285,23.93
0,4,-12.045394,-77.036852,2,394.8214111328125,707.019,24.043027877807617,29.753,8.30400562286377,17.914
1,4,-12.045394,-77.036852,3,626.6098022460938,707.019,23.697011947631836,29.753,10.67471694946289,17.914
2,4,-12.045394,-77.036852,4,547.7235717773438,707.019,23.829248428344727,29.753,10.48955249786377,17.914
3,4,-12.045394,-77.036852,5,626.2073974609375,707.019,22.217309951782227,29.753,10.54864501953125,17.914
4,4,-12.045394,-77.036852,6,619.2726440429688,707.019,22.93870735168457,29.753,11.995269775390625,17.914
5,4,-12.045394,-77.036852,7,835.5523681640625,707.019,22.658720016479492,29.753,11.678054809570312,17.914
0,5,-12.045394,-77.036852,2,443.7663269042969,853.463,28.092517852783203,33.424,7.48600959777832,15.998
1,5,-12.045394,-77.036852,3,649.3515625,853.463,28.026676177978516,33.424,8.356022834777832,15.998
2,5,-12.045394,-77.036852,4,614.9769897460938,853.463,28.186994552612305,33.424,8.774482727050781,15.998
3,5,-12.045394,-77.036852,5,663.7708740234375,853.463,26.423097610473633,33.424,8.829389572143555,15.998
4,5,-12.045394,-77.036852,6,666.2685546875,853.463,27.441843032836914,33.424,10.904178619384766,15.998
5,5,-12.045394,-77.036852,7,891.14990234375,853.463,27.235843658447266,33.424,10.697417259216309,15.998
0,6,-12.045394,-77.036852,2,532.0852661132812,806.642,33.11300277709961,37.859,10.765022277832031,20.505
1,6,-12.045394,-77.036852,3,776.4548950195312,806.642,33.46200942993164,37.859,13.247062683105469,20.505
2,6,-12.045394,-77.036852,4,760.208740234375,806.642,33.42776107788086,37.859,13.770004272460938,20.505
3,6,-12.045394,-77.036852,5,779.8283081054688,806.642,31.96312713623047,37.859,13.639996528625488,20.505
4,6,-12.045394,-77.036852,6,788.787109375,806.642,32.839378356933594,37.859,16.79027557373047,20.505
5,6,-12.045394,-77.036852,7,1019.06396484375,806.642,32.514434814453125,37.859,16.602216720581055,20.505
0,1,-12.057582,-77.071778,2,355.4865417480469,474.963,21.514381408691406,12.583,27.792804718017578,22.95
1,1,-12.057582,-77.071778,3,398.48785400390625,474.963,19.337326049804688,12.583,25.913644790649414,22.95
2,1,-12.057582,-77.071778,4,484.5927429199219,474.963,19.824304580688477,12.583,29.97173309326172,22.95
3,1,-12.057582,-77.071778,5,496.903076171875,474.963,20.255882263183594,12.583,29.019901275634766,22.95
4,1,-12.057582,-77.071778,6,568.1480102539062,474.963,21.154531478881836,12.583,31.5972900390625,22.95
5,1,-12.057582,-77.071778,7,605.491943359375,474.963,21.31690788269043,12.583,29.976152420043945,22.95
0,2,-12.057582,-77.071778,2,375.38421630859375,565.581,22.562292098999023,21.788,24.05986785888672,20.743
1,2,-12.057582,-77.071778,3,403.27850341796875,565.581,20.90066146850586,21.788,21.63328742980957,20.743
2,2,-12.057582,-77.071778,4,446.13714599609375,565.581,22.019634246826172,21.788,23.53169822692871,20.743
3,2,-12.057582,-77.071778,5,440.9114685058594,565.581,21.71187973022461,21.788,22.22144317626953,20.743
4,2,-12.057582,-77.071778,6,481.5227355957031,565.581,23.119102478027344,21.788,22.77411460876465,20.743
5,2,-12.057582,-77.071778,7,506.66064453125,565.581,22.56572151184082,21.788,21.3621768951416,20.743
0,3,-12.057582,-77.071778,2,434.7125244140625,520.121,22.027318954467773,17.181,21.475900650024414,21.13
1,3,-12.057582,-77.071778,3,451.5423583984375,520.121,18.865833282470703,17.181,18.70760154724121,21.13
2,3,-12.057582,-77.071778,4,485.00738525390625,520.121,19.34968376159668,17.181,20.31264877319336,21.13
3,3,-12.057582,-77.071778,5,452.83306884765625,520.121,19.2419376373291,17.181,18.844589233398438,21.13
4,3,-12.057582,-77.071778,6,483.4709777832031,520.121,21.08304786682129,17.181,19.692279815673828,21.13
5,3,-12.057582,-77.071778,7,506.4255065917969,520.121,21.54839515686035,17.181,18.59979248046875,21.13
0,4,-12.057582,-77.071778,2,563.1726684570312,563.193,30.959980010986328,25.339,20.65245819091797,19.478
1,4,-12.057582,-77.071778,3,532.726806640625,563.193,26.944171905517578,25.339,17.377246856689453,19.478
2,4,-12.057582,-77.071778,4,545.6956787109375,563.193,26.844615936279297,25.339,17.840242385864258,19.478
3,4,-12.057582,-77.071778,5,498.76019287109375,563.193,26.320846557617188,25.339,16.258853912353516,19.478
4,4,-12.057582,-77.071778,6,533.4749755859375,563.193,26.892955780029297,25.339,16.53474998474121,19.478
5,4,-12.057582,-77.071778,7,548.338623046875,563.193,26.825809478759766,25.339,15.42762279510498,19.478
0,5,-12.057582,-77.071778,2,722.1687622070312,777.918,35.297489166259766,34.03,24.61043357849121,23.911
1,5,-12.057582,-77.071778,3,670.767333984375,777.918,31.17749786376953,34.03,20.165422439575195,23.911
2,5,-12.057582,-77.071778,4,672.7652587890625,777.918,31.517166137695312,34.03,20.443851470947266,23.911
3,5,-12.057582,-77.071778,5,640.5777587890625,777.918,30.947280883789062,34.03,18.36089515686035,23.911
4,5,-12.057582,-77.071778,6,676.063720703125,777.918,31.36012840270996,34.03,17.967023849487305,23.911
5,5,-12.057582,-77.071778,7,676.3908081054688,777.918,31.094640731811523,34.03,16.58353042602539,23.911
0,6,-12.057582,-77.071778,2,703.7360229492188,721.924,38.443477630615234,39.624,32.858856201171875,32.415
1,6,-12.057582,-77.071778,3,674.4891967773438,721.924,35.8690071105957,39.624,28.063329696655273,32.415
2,6,-12.057582,-77.071778,4,714.2680053710938,721.924,36.20704650878906,39.624,29.18338394165039,32.415
3,6,-12.057582,-77.071778,5,713.7073974609375,721.924,35.63058853149414,39.624,26.414260864257812,32.415
4,6,-12.057582,-77.071778,6,729.19873046875,721.924,36.002044677734375,39.624,25.429243087768555,32.415
5,6,-12.057582,-77.071778,7,733.662841796875,721.924,35.643985748291016,39.624,23.59679412841797,32.415
